"","index","business_id","review_count"
"238",12181,"A7jbtXYFAZhErOW7xIQinA","263"
"239",12191,"Tk7qCou7aYv_Z-K3a7NhhA","369"
"240",12334,"MmQsPiVSN08WtmlsC_ZSVA","218"
"241",12448,"s_466owgNXqmQRuSluHHEQ","309"
"242",12471,"8jLZiv202Cfx_RbTuPOwxQ","378"
"243",12516,"MpovsyjkSkchD7ssAdEVKQ","364"
"244",12528,"XO2hZb0xC8jTexSHG4SxFg","237"
"245",12583,"ARWLV46iIa3Dvt1y8-SPpA","218"
"246",12585,"9UvteZaWHpBbqrn5lv1uUw","211"
"247",12801,"uE1sIGWRJwpLPN858FRPRw","236"
"248",12811,"loSgYD9dHOsjjm7QCly5qw","363"
"249",12848,"DYAorbxOyubUB_wtQRCdug","703"
"250",12853,"n2tiSHECXkFv47aIkxvSDA","215"
"251",12876,"kNtToQSP_Y5U8tznLXuCaw","212"
"252",12923,"bLi48v8Div6Qm2Fyaw0C6Q","284"
"253",12951,"QYIhMNwxXejDoCr-F1BxDg","326"
"254",12952,"W2CzAePJakvARgoQuohbOA","314"
"255",12953,"DKusRJUxgsye1cdrlGgQOg","231"
"256",12960,"lwpQQflP1CGJPV7QLybzOg","324"
"257",12985,"7ibuDLfx8gEhESAufYIySw","841"
"258",13122,"eAZqT24e0Pk8apWzy3RsAQ","344"
"259",13241,"OIdOJaNS8M624F58XGV3PQ","238"
"260",13275,"-FLnsWAa4AGEW4NgE8Fqew","750"
"261",13278,"qxlZ-hy9MIses8t65uDkkA","238"
"262",13319,"hHe1mFDxxrtejXHfiysJJg","211"
"263",13340,"NFm869_w6cvVaWaNpAzjeA","697"
"264",13453,"cTZmf7B-4yciMc1WKiCVOA","622"
"265",13512,"ctzH0uqGz6q_o2nuCrAUvA","208"
"266",13557,"bk4FIHt8ODRBPfqL4Fd2aQ","241"
"267",13578,"vl2IZrNJEA8npSjqXbdwxw","996"
"268",13634,"qX116WMOppAblGKxoQwlYA","256"
"269",13678,"AyEtowSGi9vx0-xFfrgjWw","589"
"270",13679,"R6jpwPBe9edy0P64uyaLKA","591"
"271",13726,"By7P2EBBvhqoSDj8PnQa8g","340"
"272",13803,"C2BR0TjNacoNzItPLUHTAA","586"
"273",13878,"B70iTJjcPkuYn8ouUewWgw","527"
"274",13902,"z7GAft_JrFNmAH5xbVeYSA","501"
"275",13971,"tnG4_L5bZiffTbaFru9EBg","241"
"276",14013,"yF-KH1l-rLVJaON8gfpyig","213"
"277",14056,"K6XIGkyk7-fuOQtA8i7p6A","343"
"278",14120,"LI9sVHgnX-DzFyvWmPDRgA","229"
"279",14148,"3jKUbhGSjFTv5jZ0wnW0xA","344"
"280",14160,"NWlNMG_eBIvDjCcHK46eDQ","206"
"281",14186,"-050d_XIor1NpCuWkbIVaQ","702"
"282",14191,"oj8qk3W7O9oq15VIs-vYJQ","296"
"283",14229,"mvM_bCqtOhtNTQvaRRu0tw","207"
"284",14231,"SMPbvZLSMMb7KU76YNYMGg","3385"
"285",14235,"qmIHO-6T_KEfPC9jyGDamQ","600"
"286",14247,"liGn7sPOvUuy3kcwbhRkbA","237"
"287",14256,"HfuIfYB_CxMAAJiEnxDl9w","340"
"288",14289,"1ZnVfS-qP19upP_fwOhZsA","687"
"289",14324,"Tjbd3oTRXs9ZdItF_cLJMQ","327"
"290",14327,"V9klA6JGT6Fz2UpVP_7sBw","395"
"291",14330,"YXohNvMTCmGhFMSQsDZq1g","560"
"292",14331,"I6EDDi4-Eq_XlFghcDCUhw","1691"
"293",14344,"oXoVJ0xKv82cBo9U6oEjlQ","919"
"294",14377,"0XoTT540HMB_5q4Exj8yGA","358"
"295",14413,"RZFryvOkznd4jtpj8PbSzg","205"
"296",14463,"o597EK6uvR5RuPMZEwYCUg","672"
"297",14478,"F-PmkzyN80fVcNMN8Z2aiw","220"
"298",14586,"W8apgXmOxESpoL_EeogC5w","574"
"299",14620,"L23qeWacyCZFjF9DL6o04w","202"
"300",14638,"6Wc5DPXGudcNi2XK7QfQtA","290"
"301",14708,"mz48xdVWcCu463U3Lm7lhA","591"
"302",14724,"1dYpffQi3qdh-dkXF4LZBw","215"
"303",14797,"pLMPpaJ7whp86uL_3ezwMg","744"
"304",14811,"Jo3Cpvf8fpfcAIFG3TagbQ","207"
"305",14948,"WI1xBMN_rEaVPOL9Ad2gpQ","318"
"306",15002,"Ly2ShApiomYZwKehwb7eRA","481"
"307",15016,"6pQ1DpZo6zygNc3qTch-iA","257"
"308",15077,"bRntmjztJ4dFDA_LYiEECw","273"
"309",15169,"wKA2y-F_fPcBDOkpzDB9eQ","461"
"310",15220,"cf6rtw3f05DlnJ7muIAEgA","432"
"311",15312,"gugN1sgyheBJ6aKtNcv_gQ","395"
"312",15375,"fAlKTsfsUF6A5iujEI2Z1w","388"
"313",15484,"b8fEuQPrf383f6pzdm8-1w","303"
"314",15497,"h4Q-uSoOIhMoIsOhat6l3A","226"
"315",15586,"sLKpRaFns5Uqw1IEzK6obA","330"
"316",15680,"xxo0GsAFxQzUGStmCG6jWw","284"
"317",15723,"lWmDrnqgU6w3gFaJyn_1Uw","261"
"318",15821,"JuNt6TkuBrMqsljkenCOdw","403"
"319",15879,"FNe5PPA9pyj8FjcDefCBpg","530"
"320",15913,"sH3UsolKjik01u0HlQ9_0Q","311"
"321",15929,"YJ05ntGlszxACOD5zn1YjA","281"
"322",15939,"PRbIMseOwPCCRv5C4SfTDQ","517"
"323",15946,"G8k2E3oYHHl2o4lNJQwR-g","257"
"324",16077,"H8qpFitIesth86zqR4cwYg","1178"
"325",16078,"DxgSVufr_6y_Rc63CC17Zg","576"
"326",16079,"nnDLapJk1z2NJE0-XzwMlQ","838"
"327",16117,"wa8QgXQu1ZxwPgdRl9lYlg","315"
"328",16179,"4dCOilGYflzGzizOPKyvow","417"
"329",16188,"MrmwDgMlL2GtthlAZsJwNQ","244"
"330",16258,"BgTFsq79xmnRkX0gA1za1Q","267"
"331",16294,"OD09pm-MzynigAvD5KoGPA","288"
"332",16332,"nFR7dDedxRuBeZz_6Cdalg","240"
"333",16403,"sYfHxCqHpIX2HnDhw0JRAA","393"
"334",16468,"9JyyXlFBHCdoP6TRQ3cqbA","301"
"335",16499,"OQggqcQglU-lHY3rY-8Lhw","384"
"336",16545,"Jzth-y32SyvOhJNgbIPTqQ","412"
"337",16548,"HPLB1Tr8ZB5UkD-2umKPdA","462"
"338",16623,"BKLWat64KRYzsT2DgY6Xxg","207"
"339",16634,"UY13CTgUqriT-fMxT2APLw","304"
"340",16701,"KdKzTRoSKEUIlxfKTbWUaw","363"
"341",16756,"e0CTLPxTnFEQSqQ1FJUqog","798"
"342",16773,"KwKkNTxYGyo4H6pKZ6usSA","207"
"343",16809,"cKdox2gt3L1Dbb7MpOPdWg","920"
"344",16812,"SotrpltgrAJBqNGZlbYUNA","325"
"345",17024,"_4nmPgw_CWPS9Qkerkp0tg","208"
"346",17028,"qgAZPDQStZP_Y5XTiQ6UqA","410"
"347",17082,"zMnojW6x-1-nVu0uCd60Ew","206"
"348",17162,"Y5CTA3S9TVkpr3Yvwaki-A","447"
"349",17178,"0W4lkclzZThpx3V65bVgig","1603"
"350",17189,"QdvROupQvDDQIaHrTGNgKA","235"
"351",17230,"-chGaXHZsoLKLHPJMMsdmw","218"
"352",17280,"1WBVqmo7tgF0z0eGf4fPhQ","224"
"353",17343,"UDk7qUVIetK3Y3NuARguqg","291"
"354",17393,"7yYexN1Q5ShE_z1MH2TDTw","344"
"355",17438,"Dqzkdf0sz8lm9AFjfsDmIw","254"
"356",17483,"RQu_Bv7EFf5NKMnh_3E7Ag","239"
"357",17517,"LhBP1BxWBM3aLLRR4zgQlw","303"
"358",17518,"kG_EB5RAsSA3f9HJikI1rw","432"
"359",17602,"3QQEc5QUP-h6LCkUZQEYQw","295"
"360",17730,"nkHaix6KenApS8M-liZsCQ","259"
"361",17803,"STtrEGylaYOXoXQFLP5OAQ","486"
"362",17880,"9xSwne4GjwZ6Hlzdx2Zszg","342"
"363",17884,"p-8AMN9Q0qwym-3Pdle20Q","393"
"364",17896,"fqBnZxSkG287OOyU9LvTig","230"
"365",17966,"NgDyxaeItFSInv7J5paGLQ","228"
"366",17975,"LV9Stq-s3H4dqaTE1Z7rwA","231"
"367",17977,"2g4ZTD3ePNSbDAvh6qAOKQ","533"
"368",18078,"8nNB_yG1gzVpbqNH2EBucg","263"
"369",18088,"Nw24O7pZTBKtQ9_DFUiRgA","204"
"370",18102,"ebEP_MZngIWKH0Ixobcqhg","206"
"371",18104,"WI4_e2nbKHH-g-5TZ2SvpA","203"
"372",18199,"WSmOu-JNHfVxvisIWAvL9Q","245"
"373",18213,"aGDo7GDN5YLvpYykpSLkbw","284"
"374",18305,"oxwGyA17NL6c5t1Etg5WgQ","354"
"375",18319,"M-SS_Kr0zlC7v8kBSRa74g","259"
"376",18346,"Ed47ZME7NcLTZeIBUYsdog","250"
"377",18362,"UBQRhqRMW4Sk7kSZvZ1iAQ","430"
"378",18487,"YC8Llp3jlgKh8b-czHedHg","234"
"379",18504,"gHngt6zpP683GKe1i23LUg","280"
"380",18612,"zG4sdiMWE7CZAsfrM4j6GA","316"
"381",18669,"uGzxwS3Q6QuyFw2ZnDvw0w","226"
"382",18670,"G4X5w5vRQNEFUmrJo6JakA","320"
"383",18748,"KhWl4Mwhm_Oqq0zIIz-0wQ","255"
"384",18772,"e7N0AW-sKkJmRIpEovxBAg","304"
"385",18816,"YavRvjbLsvh4DYDJPAfJIA","357"
"386",18878,"P2GBKrx7dJg3xeGtuU2K-A","380"
"387",18908,"fUKi8LlQhzsGntuZjfvLWg","230"
"388",18912,"urkODQ1jX0qQzgbqsQjWVQ","372"
"389",18919,"CuT2Xh3vAYvRfxUWlUo6oA","422"
"390",19010,"DNSDAtD6uxQkoZkQe2v4ew","269"
"391",19091,"_WvEXsx2eZ53lTWHlIx9kg","435"
"392",19104,"F1odkZWmcXGylij8HjRq6Q","276"
"393",19131,"dNr7VKRti8dXWE-jzfVBtQ","574"
"394",19144,"-sN_og_84rLW22CaE3cjVw","225"
"395",19169,"TT658qQinO6MBHP9q7rJ8w","259"
"396",19222,"ngs16C2M_uTq2zXamltHVw","233"
"397",19291,"YLc7Djf3GsC8IT84YkZMzw","335"
"398",19385,"SdO1UHwE8Rjz3Pz2lBUa5w","317"
"399",19467,"BcW7Z9lPmOB_8eS2lEuOqQ","502"
"400",19472,"odVKlMYqb4FHJXManv-VRA","218"
"401",19610,"XOkqRJBS6HwTVlrCACAZFw","218"
"402",19733,"4_EgrMY-EI-i-xyWixI2qg","209"
"403",19760,"AwlvIsKDqB5LeKNWC6k4kQ","215"
"404",19803,"IZKjHtCuRlbhyD1WtGd8uA","400"
"405",19869,"mBOIef7a4hONEbSi_ai8Bw","257"
"406",19881,"sXg2NCfiCqK_X_4R5NK_jQ","220"
"407",19885,"_y1Et7f4NE6D1P1GzphlIw","259"
"408",19920,"31cOttU_tML5b6eLLXZfsQ","350"
"409",20082,"fUEHk00pkkuXaGdHQa2eKg","209"
"410",20094,"5r6-G9C4YLbC7Ziz57l3rQ","222"
"411",20096,"FirWX-Ep5203TsdiGgShKg","479"
"412",20112,"cJWbbvGmyhFiBpG_5hf5LA","1149"
"413",20293,"BQJokxJ4y4s57i7Mn65pvA","201"
"414",20296,"BxKe9Xt_fN6qBzrTofHuEQ","486"
"415",20326,"2s2ww6WaulfOEI16s1uyDg","265"
"416",20374,"zRqi6L1u-YmmVAHjeUbGMQ","764"
"417",20387,"SzzrUeJGnl_LQAJXMK8wQw","223"
"418",20498,"wxL9wgxLeuMMfI6SAXIzJw","361"
"419",20504,"Rj3wnYT1QAxpJlRT5mMc-g","388"
"420",20515,"fbLYRHIZAt3q839whhaBUg","210"
"421",20607,"b4LmLgVdbhM-nc1IZc5Weg","268"
"422",20658,"M5gj8a6Qtjy06lh3L5zUqA","205"
"423",20754,"qiRyyRWt6jmAxcoVW0-WHA","239"
"424",20766,"C8_zdU7zGLUK3uC4e5AepQ","204"
"425",20800,"btQBI4ToTJM4Kts6_b0AiQ","260"
"426",20839,"k1QpHAkzKTrFYfk6u--VgQ","965"
"427",20947,"Zmfq3DVhHdtVChhSxzoUHw","325"
"428",20963,"ZAuAwz1ijuydn5yL3q3rzA","680"
"429",21054,"SwAZBCyFtVo_8vkRbJhdkA","641"
"430",21058,"v2tjswIV3e0c8o7_7MwYmg","240"
"431",21126,"H7kB4p-1BsbvL522cqASOQ","274"
"432",21170,"hCsJv234v62MgdsUU1j8dQ","203"
